rssi,ts,anchor
-69,17225059.2657108,1007110035
-77,17225059.2771957,1007110068
-87,17225059.3929150,1007110076
-76,17225059.4558697,1007110059
-74,17225059.5166979,1007110032
-67,17225059.5479319,1007110043
-72,17225059.5622544,1007110060
-67,17225059.6508801,1007110050
-65,17225059.6539853,1007110062
-72,17225059.7272818,1007110049
-70,17225059.7537656,1007110040
-58,17225059.8608246,1007110042
-78,17225059.8711846,1007120014
-51,17225059.9375353,1007110044
-74,17225060.0208366,1007110047
-71,17225060.0580213,1007110048
-71,17225060.0806527,1007110037
-85,17225060.1110787,1007110086
-66,17225060.1713772,1007110034
-76,17225060.2063868,1007110063
-69,17225060.2661524,1007110060
-77,17225060.3272331,1007110065
-67,17225060.3559866,1007110050
-71,17225060.5013988,1007110053
-46,17225060.5291240,1007110046
-51,17225060.5306020,1007110046
-69,17225060.5861087,1007110052
-46,17225060.6461926,1007110044
-67,17225060.6541109,1007110087
-65,17225060.6713786,1007110035
-76,17225060.7649422,1007110089
-79,17225060.7729006,1007110079
-78,17225060.8369100,1007110078
-71,17225060.8576908,1007110045
-72,17225060.9509490,1007110058
-75,17225060.9552035,1007110066
-70,17225060.9862163,1007110088
-75,17225061.0445795,1007110055
-67,17225061.0650842,1007110050
-61,17225061.0912533,1007110036
-77,17225061.0941081,1007110074
-67,17225061.1385791,1007110049
-48,17225061.2323551,1007110046
-80,17225061.2869239,1007120014
-49,17225061.3485210,1007110044
-68,17225061.3782513,1007110035
-57,17225061.4312725,1007110047
-76,17225061.4614017,1007110048
-76,17225061.5219932,1007110086
-69,17225061.5850451,1007110034
-71,17225061.6736584,1007110043
-80,17225061.7126374,1007110060
-76,17225061.7358069,1007110065
-62,17225061.7881551,1007110061
-57,17225061.8522353,1007110039
-47,17225061.9361186,1007110046
-75,17225062.1738465,1007110089
-74,17225062.2745304,1007110059
-74,17225062.3344734,1007120008
-69,17225062.3387349,1007110032
-73,17225062.4572451,1007110055
-79,17225062.5082085,1007120011
-71,17225062.5744262,1007110040
-73,17225062.6224816,1007110053
-50,17225062.6383200,1007110046
-85,17225062.7441978,1007110064
-70,17225062.9020967,1007110090
-73,17225063.0213957,1007110063
-60,17225063.0786304,1007110043
-70,17225063.1049173,1007110088
-62,17225063.1749752,1007110050
-68,17225063.1973455,1007110061
-46,17225063.3425670,1007110046
-59,17225063.3767498,1007110042
-73,17225063.4025738,1007110052
-75,17225063.4428775,1007110054
-45,17225063.4583991,1007110044
-71,17225063.5072472,1007110068
-59,17225063.5541711,1007110047
-78,17225063.6581962,1007110072
-77,17225063.7413270,1007120008
-69,17225063.7688007,1007110058
-67,17225063.8890662,1007110062
-73,17225063.8982131,1007110061
-70,17225063.9810510,1007110040
-76,17225064.0367277,1007110053
-69,17225064.1675997,1007110087
-77,17225064.3113244,1007110090
-72,17225064.3175623,1007110037
-76,17225064.3333580,1007110051
-77,17225064.3440442,1007110086
-69,17225064.3942349,1007110045
-65,17225064.4279950,1007110063
-77,17225064.4561152,1007110032
-77,17225064.6305418,1007120011
-59,17225064.6684306,1007110039
-81,17225064.7337215,1007110083
-69,17225064.7382612,1007110053
-51,17225064.7460787,1007110046
-80,17225064.7825904,1007110042
-44,17225064.8651049,1007110044
-76,17225064.9148312,1007110068
-75,17225064.9958818,1007110089
-77,17225065.0651698,1007110072
-75,17225065.1775360,1007110066
-68,17225065.2978363,1007110062
-74,17225065.5095060,1007110052
-70,17225065.5725181,1007110087
-69,17225065.6083434,1007110035
-70,17225065.6955016,1007110048
-72,17225065.7462158,1007110076
-74,17225065.7507598,1007110086
-68,17225065.8138275,1007110034
-72,17225065.8389006,1007110063
-75,17225065.8657937,1007110033
-72,17225065.8768263,1007110058
-74,17225065.9021523,1007110043
-72,17225065.9992905,1007110062
-69,17225066.0171320,1007110061
-76,17225066.0451696,1007120011
-67,17225066.3164375,1007110035
-71,17225066.4413989,1007110037
-77,17225066.4751463,1007110078
-71,17225066.4783702,1007110072
-74,17225066.5065234,1007110059
-70,17225066.5820837,1007110058
-76,17225066.5909870,1007110066
-69,17225066.6180592,1007110088
-76,17225066.6558731,1007110065
-80,17225066.7037847,1007110062
-58,17225066.7314432,1007110036
-71,17225066.8013802,1007110040
-72,17225066.9191487,1007110052
-70,17225066.9847405,1007110087
-58,17225067.0776742,1007110047
-70,17225067.1013012,1007110048
-67,17225067.2158620,1007110045
-67,17225067.2285118,1007110034
-72,17225067.2483077,1007110063
-79,17225067.2715847,1007110033
-73,17225067.2868404,1007110058
-67,17225067.4324362,1007110036
-69,17225067.4935207,1007110049
-71,17225067.5520902,1007110053
-50,17225067.5693903,1007110046
-53,17225067.6271949,1007110042
-78,17225067.6668918,1007110064
-46,17225067.6837556,1007110044
-74,17225067.8284206,1007110089
-75,17225067.9309232,1007110034
-74,17225067.9763429,1007120008
-69,17225068.1143928,1007110062
-71,17225068.1264596,1007110061
-57,17225068.1820831,1007110039
-69,17225068.2086377,1007110040
-74,17225068.3326323,1007120014
-46,17225068.3879459,1007110044
-77,17225068.3925238,1007110087
-62,17225068.4821596,1007110047
-74,17225068.5709782,1007110086
-64,17225068.5753081,1007110051
-74,17225068.6350052,1007110059
-67,17225068.6361494,1007110034
-80,17225068.6809862,1007110033
-76,17225068.6946828,1007110032
-59,17225068.7159760,1007110043
-82,17225068.7214262,1007110060
-82,17225068.7431805,1007110088
-60,17225068.8114371,1007110050
-71,17225068.8427842,1007110036
-63,17225068.8909185,1007110039
-69,17225068.9071634,1007110049
-47,17225068.9853098,1007110046
-76,17225069.0774636,1007110064
-74,17225069.0863984,1007110054
-45,17225069.0948124,1007110044
-65,17225069.1349688,1007110035
-77,17225069.2976186,1007110072
-73,17225069.3848519,1007120008
-76,17225069.4059911,1007110066
-77,17225069.4762468,1007110029
-71,17225069.5214672,1007110062
-59,17225069.5918565,1007110039
-55,17225069.7194176,1007110042
-44,17225069.8025703,1007110044
-78,17225069.9829521,1007110086
-68,17225069.9844215,1007110051
-80,17225070.1087914,1007110032
-62,17225070.1279838,1007110043
-63,17225070.2218344,1007110050
-65,17225070.2269535,1007110062
-76,17225070.2452877,1007110061
-69,17225070.3664553,1007110053
-60,17225070.3977239,1007110046
-70,17225070.4239862,1007110042
-39,17225070.5062256,1007110044
-75,17225070.5507629,1007110087
-77,17225070.6113651,1007110067
-66,17225070.6314983,1007110048
-71,17225070.6664147,1007110037
-81,17225070.8119807,1007110032
-76,17225070.8538678,1007110088
-78,17225070.8879125,1007110029
-72,17225070.9197371,1007110082
-68,17225070.9316111,1007110062
-65,17225070.9978156,1007110039
-65,17225071.0268495,1007110040
-74,17225071.0652747,1007110081
-72,17225071.1490481,1007110052
-74,17225071.1865215,1007110064
-42,17225071.2115755,1007110044
-67,17225071.3327713,1007110048
-86,17225071.3594649,1007110090
-59,17225071.3888786,1007110051
-73,17225071.4759550,1007110063
-73,17225071.5379741,1007110043
-75,17225071.6012762,1007110065
-77,17225071.6384039,1007110055
-53,17225071.8410010,1007110042
-85,17225071.8630321,1007120014
-77,17225071.9010911,1007110054
-51,17225071.9127700,1007110044
-76,17225071.9538734,1007110035
-76,17225072.0160220,1007110067
-74,17225072.3419209,1007110055
-74,17225072.4151306,1007110084
-66,17225072.4374616,1007110049
-78,17225072.4928336,1007110053
-48,17225072.5473752,1007110042
-72,17225072.5653086,1007120014
-75,17225072.5916078,1007110064
-79,17225072.7714825,1007110090
-73,17225072.8017988,1007110051
-76,17225072.8072977,1007110076
-74,17225072.8855672,1007110063
-80,17225072.9154625,1007120008
-54,17225072.9428067,1007110043
-77,17225072.9779544,1007110088
-72,17225073.0064001,1007110065
-62,17225073.0333214,1007110050
-74,17225073.0473282,1007110062
-72,17225073.0645547,1007110074
-63,17225073.2163811,1007110046
-50,17225073.2539136,1007110042
-77,17225073.5236006,1007110072
-65,17225073.6166332,1007110033
-67,17225073.7667985,1007110061
-59,17225073.8184483,1007110039
-49,17225073.9617298,1007110042
-71,17225074.1478322,1007110048
-69,17225074.1842463,1007110090
-62,17225074.2624962,1007110034
-62,17225074.3554020,1007110043
-71,17225074.3889964,1007110088
-73,17225074.4127758,1007110065
-76,17225074.4286411,1007110082
-66,17225074.4492819,1007110050
-72,17225074.4582739,1007110062
-63,17225074.5448461,1007110040
-75,17225074.6248553,1007110083
-46,17225074.6689870,1007110042
-78,17225074.6973670,1007110064
-64,17225074.8092856,1007110047
-69,17225074.9064300,1007110037
-62,17225074.9683969,1007110045
-68,17225074.9916408,1007110031
-75,17225075.0258124,1007120008
-72,17225075.1677570,1007110061
-78,17225075.2027793,1007120007
-61,17225075.2344594,1007110039
-76,17225075.2579632,1007110049
-62,17225075.3254931,1007110080
-45,17225075.3721254,1007110042
-74,17225075.4179664,1007110054
-72,17225075.5677085,1007110048
-67,17225075.5811987,1007110089
-71,17225075.6136315,1007110037
-50,17225075.7666492,1007110043
-71,17225075.8654077,1007110062
-61,17225075.9417553,1007110039
-68,17225075.9576223,1007110040
-74,17225076.0327578,1007110080
-46,17225076.0785911,1007110042
-71,17225076.2164791,1007110047
-76,17225076.3180788,1007110086
-72,17225076.4054580,1007110031
-69,17225076.4092801,1007110063
-80,17225076.4615965,1007110073
-69,17225076.5211966,1007110029
-70,17225076.5265265,1007110065
-70,17225076.5799351,1007110061
-57,17225076.6083419,1007110036
-56,17225076.6632154,1007110040
-63,17225076.7346206,1007110080
-73,17225076.8567686,1007110044
-73,17225076.9766006,1007110048
-66,17225077.0391965,1007110051
-69,17225077.0837958,1007110045
-66,17225077.1118436,1007110031
-58,17225077.1718855,1007110043
-73,17225077.2015605,1007110088
